x,y,z,cosx,cosy,cosz,element,stage,raynum
0.433,0.344,0.00661,8e-17,0e+00,-1,58,1,206
-0.00828,0.0518,1.5,-0.278,-0.184,0.943,-2,1,206
-0.465,0.62,0.0155,1e-16,-3e-17,-1,66,1,207
-0.0128,0.0289,1.5,0.273,-0.356,0.894,-2,1,207
0.377,-0.77,0.00734,1e-16,0e+00,-1,9,1,208
-0.0805,-0.0123,1.5,-0.264,0.437,0.86,-2,1,208
-0.284,0.321,0.00353,1e-16,-1e-17,-1,53,1,209
0.0104,0.0303,1.5,0.19,-0.187,0.964,-2,1,209
0.437,-0.494,0.0113,1e-16,3e-17,-1,23,1,210
-0.00517,-0.0501,1.5,-0.274,0.275,0.922,-2,1,210
-0.472,-0.66,-0.00518,8e-17,0e+00,-1,3,1,211
0.0505,-0.722,0.00285,1e-16,0e+00,-1,6,1,212
0.0454,0.0229,1.5,-0.00305,0.445,0.895,-2,1,212
-0.28,-0.703,-0.00192,1e-16,0e+00,-1,4,1,213
0.0226,0.0637,1.5,0.177,0.448,0.877,-2,1,213
-0.431,0.168,0.00196,8e-17,0e+00,-1,45,1,214
-0.00254,0.0197,1.5,0.274,-0.0945,0.957,-2,1,214
0.453,-0.00829,0.00388,1e-16,0e+00,-1,44,1,215
0.0234,-0.00379,1.5,-0.276,0.00289,0.961,-2,1,215
0.48,0.368,-0.000601,1e-16,-3e-17,-1,65,1,216
0.0315,-0.0805,1.5,-0.275,-0.275,0.921,-2,1,216
-0.235,0.158,-0.00386,1e-16,0e+00,-1,46,1,217
0.0535,0.0151,1.5,0.188,-0.0926,0.978,-2,1,217
-0.263,0.477,0.00525,1e-16,0e+00,-1,60,1,218
0.0253,0.0472,1.5,0.182,-0.272,0.945,-2,1,218
0.253,0.245,-0.00658,1e-16,-1e-17,-1,57,1,219
-0.0424,-0.0447,1.5,-0.189,-0.185,0.964,-2,1,219
-0.0385,-0.362,-0.00909,1e-16,0e+00,-1,20,1,220
-0.0348,0.0775,1.5,0.0023,0.28,0.96,-2,1,220
0.146,0.53,-0.00709,1e-16,0e+00,-1,70,1,221
-0.00454,-0.0589,1.5,-0.0925,-0.362,0.928,-2,1,221
-0.0652,0.364,-0.00885,1e-16,0e+00,-1,62,1,222
-0.0607,-0.0706,1.5,0.0029,-0.277,0.961,-2,1,222
-0.179,-0.103,-0.000121,1e-16,7e-18,-1,33,1,223
-0.0294,0.0373,1.5,0.0985,0.0926,0.991,-2,1,223
-0.00527,-0.684,-0.00604,1e-16,0e+00,-1,6,1,224
-0.00617,0.0676,1.5,-0.000537,0.447,0.895,-2,1,224
0.465,0.492,0.0149,1e-16,-3e-17,-1,65,1,225
0.0223,0.0554,1.5,-0.275,-0.271,0.922,-2,1,225
-0.408,-0.224,-0.00819,1e-16,0e+00,-1,24,1,226
0.0318,0.0628,1.5,0.275,0.18,0.944,-2,1,226
0.287,0.271,-0.000915,1e-16,-1e-17,-1,57,1,227
-0.00226,-0.0227,1.5,-0.186,-0.189,0.964,-2,1,227
0.368,0.244,-0.012,8e-17,0e+00,-1,58,1,228
-0.0792,-0.049,1.5,-0.279,-0.183,0.943,-2,1,228
-0.378,-0.0684,-0.00688,8e-17,0e+00,-1,38,1,229
0.0545,-0.0671,1.5,0.276,0.000851,0.961,-2,1,229
0.267,-0.515,-0.0117,1e-16,0e+00,-1,15,1,230
-0.0306,0.0869,1.5,-0.18,0.364,0.914,-2,1,230
0.258,-0.142,-0.00248,1e-16,0e+00,-1,36,1,231
-0.0297,-0.00182,1.5,-0.187,0.0915,0.978,-2,1,231
-0.311,0.135,0.00222,1e-16,0e+00,-1,46,1,232
-0.0193,-0.00485,1.5,0.191,-0.091,0.977,-2,1,232
-0.298,0.0552,0.00134,1e-16,0e+00,-1,39,1,233
-0.0137,0.0612,1.5,0.187,0.00396,0.982,-2,1,233
0.0126,-0.564,-0.000799,1e-16,0e+00,-1,13,1,234
0.00833,0.024,1.5,-0.00263,0.365,0.931,-2,1,234
-0.385,0.0261,-0.00577,8e-17,0e+00,-1,38,1,235
0.0514,0.0288,1.5,0.279,0.00173,0.96,-2,1,235
0.351,0.13,0.00581,1e-16,0e+00,-1,50,1,236
0.0705,-0.00857,1.5,-0.184,-0.0911,0.979,-2,1,236
0.445,0.119,0.00163,1e-16,0e+00,-1,51,1,237
0.0117,-0.0262,1.5,-0.277,-0.093,0.956,-2,1,237
0.171,-0.319,0.00468,1e-16,0e+00,-1,28,1,238
0.0346,-0.03,1.5,-0.0893,0.189,0.978,-2,1,238
-0.16,0.391,-0.00415,1e-16,0e+00,-1,61,1,239
-0.0189,-0.0408,1.5,0.0899,-0.275,0.957,-2,1,239
-0.0455,-0.324,0.00375,1e-16,0e+00,-1,27,1,240
-0.05,-0.0417,1.5,-0.00294,0.185,0.983,-2,1,240
-0.494,-0.586,0.013,1e-16,3e-17,-1,10,1,241
-0.0434,0.0089,1.5,0.271,0.357,0.894,-2,1,241
-0.0541,-0.0857,1.501,1e-16,0e+00,-1,1,1,242
0.276,0.314,0.00204,1e-16,-1e-17,-1,57,1,243
-0.015,0.0233,1.5,-0.187,-0.187,0.964,-2,1,243
-0.451,-0.685,-0.00241,8e-17,0e+00,-1,3,1,244
0.00791,0.0808,1.5,0.263,0.438,0.86,-2,1,244
0.473,0.539,0.00128,8e-17,-3e-17,-1,72,1,245
0.0266,-0.0592,1.5,-0.267,-0.358,0.895,-2,1,245
-0.363,0.352,-0.00248,1e-16,0e+00,-1,52,1,246
0.0772,0.0616,1.5,0.277,-0.182,0.944,-2,1,246
0.0195,-0.393,-0.00471,1e-16,0e+00,-1,20,1,247
0.021,0.0364,1.5,0.000951,0.274,0.962,-2,1,247
0.45,0.439,0.00526,1e-16,-3e-17,-1,65,1,248
0.00762,-0.000799,1.5,-0.273,-0.272,0.923,-2,1,248
0.31,0.0586,0.00246,1e-16,0e+00,-1,43,1,249
0.0214,0.0593,1.5,-0.189,0.000422,0.982,-2,1,249
0.205,-0.0311,0.003,1e-16,0e+00,-1,42,1,250
0.0574,-0.0318,1.5,-0.0984,-0.000462,0.995,-2,1,250
-0.0876,-0.16,-0.00173,1e-16,7e-18,-1,33,1,251
0.0511,-0.0143,1.5,0.0915,0.0961,0.991,-2,1,251
-0.145,0.75,0.00957,1e-16,3e-17,-1,75,1,252
0.00549,-3e-05,1.5,0.0898,-0.448,0.89,-2,1,252
0.316,-0.288,0.00344,1e-16,1e-17,-1,29,1,253
0.0232,-5e-05,1.5,-0.189,0.186,0.964,-2,1,253
0.199,0.305,0.00467,1e-16,0e+00,-1,56,1,254
0.0591,0.0235,1.5,-0.0915,-0.184,0.979,-2,1,254
0.223,0.574,-0.00468,1e-16,0e+00,-1,71,1,255
-0.0777,-0.0288,1.5,-0.182,-0.366,0.913,-2,1,255
0.337,-0.6,0.0111,1e-16,0e+00,-1,15,1,256
0.0442,-0.00714,1.5,-0.18,0.364,0.914,-2,1,256
0.455,0.706,0.00304,1e-16,0e+00,-1,79,1,257
-0.000537,-0.053,1.5,-0.262,-0.436,0.861,-2,1,257
0.484,-0.603,0.0149,8e-17,3e-17,-1,16,1,258
0.0396,-0.0138,1.5,-0.268,0.356,0.895,-2,1,258
-0.116,0.0218,-0.00122,1e-16,0e+00,-1,40,1,259
0.0228,0.024,1.5,0.0922,0.00141,0.996,-2,1,259
-0.201,0.275,0.00196,1e-16,0e+00,-1,54,1,260
-0.0536,-0.00762,1.5,0.096,-0.185,0.978,-2,1,260
0.225,-0.426,-0.00559,1e-16,0e+00,-1,22,1,261
-0.0691,0.00894,1.5,-0.184,0.273,0.944,-2,1,261
0.377,-0.544,-0.0115,8e-17,3e-17,-1,16,1,262
-0.0799,0.0652,1.5,-0.27,0.36,0.893,-2,1,262
0.44,0.655,-0.011,1e-16,0e+00,-1,79,1,263
-0.112,0.619,0.00827,1e-16,0e+00,-1,68,1,264
0.0316,0.0392,1.5,0.0893,-0.361,0.928,-2,1,264
-0.393,-0.372,-0.0124,8e-17,3e-17,-1,17,1,265
0.053,0.0706,1.5,0.272,0.27,0.924,-2,1,265
0.117,0.38,-0.00765,1e-16,0e+00,-1,63,1,266
-0.0318,-0.0634,1.5,-0.0943,-0.281,0.955,-2,1,266
-0.171,0.00513,0.00136,1e-16,0e+00,-1,40,1,267
-0.0248,0.004,1.5,0.097,-0.000748,0.995,-2,1,267
-0.108,-0.509,-0.0128,1e-16,0e+00,-1,12,1,268
0.0411,0.0892,1.5,0.0912,0.366,0.926,-2,1,268
-0.422,-0.284,-0.000612,1e-16,0e+00,-1,24,1,269
0.0162,0.00828,1.5,0.275,0.184,0.944,-2,1,269
0.34,-0.759,0.0169,1e-16,0e+00,-1,8,1,270
0.0339,-0.00329,1.5,-0.181,0.447,0.876,-2,1,270
-0.332,-0.188,0.0067,1e-16,0e+00,-1,32,1,271
-0.0422,-0.043,1.5,0.19,0.0948,0.977,-2,1,271
-0.127,0.282,-0.000924,1e-16,0e+00,-1,54,1,272
0.0104,-0.00877,1.5,0.0896,-0.189,0.978,-2,1,272
0.451,-0.045,0.00352,1e-16,0e+00,-1,44,1,273
0.0148,-0.043,1.5,-0.28,0.00126,0.96,-2,1,273
0.38,-0.22,-0.0125,8e-17,0e+00,-1,30,1,274
-0.0648,0.0696,1.5,-0.278,0.18,0.944,-2,1,274
0.317,0.673,-0.00561,1e-16,0e+00,-1,78,1,275
0.0203,-0.0846,1.5,-0.174,-0.443,0.88,-2,1,275
-0.403,-0.702,-0.00513,8e-17,0e+00,-1,3,1,276
0.0597,0.0657,1.5,0.264,0.438,0.859,-2,1,276
-0.112,-0.0521,-0.0014,1e-16,0e+00,-1,40,1,277
0.0312,-0.0589,1.5,0.0952,-0.0045,0.995,-2,1,277
-0.242,-0.0525,-0.00394,1e-16,0e+00,-1,39,1,278
0.0511,-0.0524,1.5,0.192,2e-05,0.981,-2,1,278
-0.412,0.549,-0.00545,1e-16,-3e-17,-1,66,1,279
0.0363,-0.054,1.5,0.267,-0.359,0.895,-2,1,279
0.0249,0.481,0.00775,1e-16,0e+00,-1,62,1,280
0.0243,0.0544,1.5,-0.000429,-0.275,0.962,-2,1,280
-0.0733,-0.0161,1.501,1e-16,0e+00,-1,1,1,281
0.185,0.606,0.00929,1e-16,0e+00,-1,70,1,282
0.0371,0.0138,1.5,-0.0915,-0.368,0.925,-2,1,282
-0.369,0.0626,-0.00815,8e-17,0e+00,-1,38,1,283
0.0643,0.0678,1.5,0.276,0.00332,0.961,-2,1,283
0.0793,0.058,1.501,1e-16,0e+00,-1,1,1,284
-0.32,0.465,0.00893,1e-16,0e+00,-1,60,1,285
-0.0262,0.0343,1.5,0.186,-0.273,0.944,-2,1,285
0.292,0.571,0.00121,1e-16,0e+00,-1,71,1,286
-0.00795,-0.0239,1.5,-0.183,-0.362,0.914,-2,1,286
-0.383,-0.364,-0.0149,8e-17,3e-17,-1,17,1,287
0.0673,0.0903,1.5,0.274,0.276,0.921,-2,1,287
0.406,-0.171,-0.00147,1e-16,0e+00,-1,37,1,288
-0.0252,-0.0265,1.5,-0.275,0.0924,0.957,-2,1,288
-0.067,-0.672,-0.00901,1e-16,0e+00,-1,6,1,289
-0.07,0.0886,1.5,-0.00178,0.45,0.893,-2,1,289
-0.389,0.732,-4e-05,8e-17,0e+00,-1,73,1,290
0.0643,-0.0315,1.5,0.26,-0.438,0.861,-2,1,290
0.435,-0.188,0.00349,1e-16,0e+00,-1,37,1,291
0.00294,-0.0434,1.5,-0.276,0.0925,0.957,-2,1,291
0.245,-0.471,0.00269,1e-16,0e+00,-1,22,1,292
-0.0462,-0.0311,1.5,-0.184,0.277,0.943,-2,1,292
-0.301,-0.138,0.00139,1e-16,0e+00,-1,32,1,293
-0.0116,0.00289,1.5,0.189,0.0921,0.978,-2,1,293
0.313,0.586,0.00622,1e-16,0e+00,-1,71,1,294
0.0237,-0.00427,1.5,-0.177,-0.362,0.915,-2,1,294
-0.0885,0.293,-0.0017,1e-16,0e+00,-1,54,1,295
0.0608,0.00268,1.5,0.0972,-0.189,0.977,-2,1,295
-0.0764,-0.0186,1.501,1e-16,0e+00,-1,1,1,296
-0.477,-0.107,0.00557,8e-17,0e+00,-1,31,1,297
-0.0471,0.0374,1.5,0.275,0.0924,0.957,-2,1,297
-0.209,-0.393,-0.00154,1e-16,0e+00,-1,19,1,298
-0.0615,0.037,1.5,0.0942,0.274,0.957,-2,1,298
0.297,0.189,0.00341,1e-16,0e+00,-1,50,1,299
0.00755,0.041,1.5,-0.189,-0.0965,0.977,-2,1,299
0.1,0.138,-0.00218,1e-16,-7e-18,-1,49,1,300
-0.0474,-0.00263,1.5,-0.0972,-0.0927,0.991,-2,1,300
0.0863,-0.461,0.00231,1e-16,0e+00,-1,21,1,301
-0.0605,-0.0231,1.5,-0.0937,0.279,0.956,-2,1,301
0.412,-0.323,0.00169,8e-17,0e+00,-1,30,1,302
-0.028,-0.0327,1.5,-0.277,0.183,0.943,-2,1,302
0.13,-0.145,-0.000441,1e-16,7e-18,-1,35,1,303
-0.0135,-0.00749,1.5,-0.0948,0.0907,0.991,-2,1,303
0.142,0.336,0.00495,1e-16,0e+00,-1,56,1,304
0.00109,0.0482,1.5,-0.0921,-0.189,0.978,-2,1,304
-0.237,-0.248,-0.00787,1e-16,1e-17,-1,25,1,305
0.0473,0.0448,1.5,0.182,0.187,0.965,-2,1,305
-0.0659,-0.452,0.00372,1e-16,0e+00,-1,20,1,306
-0.0703,-0.0212,1.5,-0.00281,0.277,0.961,-2,1,306
0.292,0.392,-0.00413,1e-16,0e+00,-1,64,1,307
0.00512,-0.0439,1.5,-0.18,-0.274,0.945,-2,1,307
-0.0988,0.0829,1.501,1e-16,0e+00,-1,1,1,308
-0.385,-0.192,-0.00343,8e-17,0e+00,-1,31,1,309
0.0481,-0.0412,1.5,0.276,0.0958,0.956,-2,1,309
-0.206,0.671,-0.00623,1e-16,3e-17,-1,75,1,310
-0.0558,-0.0794,1.5,0.0888,-0.444,0.892,-2,1,310
-0.124,0.163,0.000164,1e-16,-7e-18,-1,47,1,311
0.014,0.0186,1.5,0.0915,-0.0955,0.991,-2,1,311
-0.489,-0.15,0.00924,8e-17,0e+00,-1,31,1,312
-0.0607,-0.00516,1.5,0.275,0.0927,0.957,-2,1,312
0.151,0.428,0.000731,1e-16,0e+00,-1,63,1,313
0.00403,-0.00584,1.5,-0.094,-0.277,0.956,-2,1,313
-0.173,-0.581,0.00399,1e-16,0e+00,-1,12,1,314
-0.0232,0.00691,1.5,0.0927,0.364,0.927,-2,1,314
-0.308,0.694,-0.00146,1e-16,0e+00,-1,74,1,315
-0.00276,-0.0604,1.5,0.179,-0.442,0.879,-2,1,315
-0.305,-0.238,-0.00238,1e-16,1e-17,-1,25,1,316
-0.0105,0.0535,1.5,0.189,0.187,0.964,-2,1,316
-0.0614,0.63,0.0118,1e-16,0e+00,-1,69,1,317
-0.0602,0.0445,1.5,0.000788,-0.366,0.93,-2,1,317
-0.329,0.261,0.00209,1e-16,-1e-17,-1,53,1,318
-0.0419,-0.0248,1.5,0.185,-0.184,0.965,-2,1,318
-0.253,-0.14,-0.00301,1e-16,0e+00,-1,32,1,319
0.0346,0.00464,1.5,0.187,0.0944,0.978,-2,1,319
0.24,0.443,-0.00169,1e-16,0e+00,-1,64,1,320
-0.0495,0.00151,1.5,-0.182,-0.278,0.943,-2,1,320
0.109,-0.357,-0.0114,1e-16,0e+00,-1,21,1,321
0.107,-0.352,0.00482,-0.0955,0.275,0.957,28,1,321
0.489,0.472,0.0154,1e-16,-3e-17,-1,65,1,322
0.0441,0.0321,1.5,-0.276,-0.273,0.922,-2,1,322
-0.0915,-0.553,-0.00524,1e-16,0e+00,-1,12,1,323
0.0531,0.0363,1.5,0.0891,0.363,0.927,-2,1,323
0.166,-0.347,0.0071,1e-16,0e+00,-1,28,1,324
0.0219,-0.0656,1.5,-0.0947,0.184,0.978,-2,1,324
0.305,0.323,0.00564,1e-16,-1e-17,-1,57,1,325
0.019,0.04,1.5,-0.185,-0.183,0.966,-2,1,325
-0.228,0.772,0.00931,1e-16,0e+00,-1,74,1,326
0.0714,0.018,1.5,0.176,-0.444,0.878,-2,1,326
-0.43,-0.163,0.00148,8e-17,0e+00,-1,31,1,327
0.0109,-0.0189,1.5,0.281,0.0916,0.955,-2,1,327
-0.194,-0.572,0.00323,1e-16,0e+00,-1,12,1,328
-0.0508,0.0155,1.5,0.0889,0.364,0.927,-2,1,328
0.317,0.0912,0.000682,1e-16,0e+00,-1,50,1,329
0.0335,-0.0544,1.5,-0.185,-0.095,0.978,-2,1,329
0.47,0.546,0.00206,8e-17,-3e-17,-1,72,1,330
0.0153,-0.0618,1.5,-0.271,-0.362,0.892,-2,1,330
-0.412,0.0053,-0.00192,8e-17,0e+00,-1,38,1,331
0.0245,0.000998,1.5,0.279,-0.00275,0.96,-2,1,331
0.0584,0.636,0.0129,1e-16,0e+00,-1,69,1,332
0.0557,0.0555,1.5,-0.00172,-0.364,0.931,-2,1,332
-0.375,-0.437,-0.00574,8e-17,3e-17,-1,17,1,333
0.0771,0.0107,1.5,0.276,0.274,0.921,-2,1,333
-0.0611,-0.713,0.000825,1e-16,0e+00,-1,6,1,334
-0.0668,0.0414,1.5,-0.0034,0.45,0.893,-2,1,334
0.316,-0.00514,0.003,1e-16,0e+00,-1,43,1,335
0.0288,-0.0119,1.5,-0.188,-0.00442,0.982,-2,1,335
-0.187,-0.357,-0.00757,1e-16,0e+00,-1,19,1,336
-0.186,-0.353,0.00858,0.0905,0.281,0.955,26,1,336
0.204,-0.307,0.00516,1e-16,0e+00,-1,28,1,337
0.063,-0.0252,1.5,-0.0924,0.185,0.978,-2,1,337
0.16,-0.32,0.00425,1e-16,0e+00,-1,28,1,338
0.0108,-0.0305,1.5,-0.0973,0.189,0.977,-2,1,338
0.135,-0.148,-2e-05,1e-16,7e-18,-1,35,1,339
-0.00106,-0.00386,1.5,-0.09,0.0955,0.991,-2,1,339
-0.247,-0.755,0.00708,1e-16,0e+00,-1,4,1,340
0.0539,-0.000134,1.5,0.177,0.444,0.878,-2,1,340
0.221,-0.00941,-0.00595,1e-16,0e+00,-1,43,1,341
-0.0633,-0.00554,1.5,-0.186,0.00253,0.983,-2,1,341
0.347,0.767,0.0194,1e-16,0e+00,-1,78,1,342
0.0515,0.0142,1.5,-0.175,-0.446,0.878,-2,1,342
-0.154,-0.122,-0.000422,1e-16,7e-18,-1,33,1,343
-0.00833,0.0146,1.5,0.0959,0.09,0.991,-2,1,343
-0.103,-0.305,0.000193,1e-16,0e+00,-1,26,1,344
0.04,-0.0254,1.5,0.0934,0.183,0.979,-2,1,344
0.166,-0.501,-0.0116,1e-16,0e+00,-1,14,1,345
0.164,-0.492,0.0104,-0.0924,0.364,0.927,21,1,345
-0.368,0.487,0.000335,8e-17,-3e-17,-1,59,1,346
0.0784,0.0482,1.5,0.274,-0.27,0.923,-2,1,346
0.364,-0.429,-0.00844,1e-16,3e-17,-1,23,1,347
-0.0802,0.024,1.5,-0.271,0.277,0.922,-2,1,347
0.043,0.766,0.0133,1e-16,0e+00,-1,76,1,348
0.0485,0.0152,1.5,0.00332,-0.451,0.893,-2,1,348
-0.463,-0.273,0.00423,1e-16,0e+00,-1,24,1,349
-0.0265,0.0143,1.5,0.276,0.181,0.944,-2,1,349
-0.236,-0.184,-0.00253,1e-16,0e+00,-1,32,1,350
0.0485,-0.0381,1.5,0.185,0.0949,0.978,-2,1,350
0.101,0.419,-0.00288,1e-16,0e+00,-1,63,1,351
-0.0394,-0.0178,1.5,-0.0892,-0.278,0.956,-2,1,351
0.36,-0.721,-0.0066,1e-16,0e+00,-1,9,1,352
-0.205,0.0293,0.00299,1e-16,0e+00,-1,40,1,353
-0.0617,0.0275,1.5,0.0954,-0.00122,0.995,-2,1,353
0.127,0.46,0.00413,1e-16,0e+00,-1,63,1,354
-0.0189,0.0221,1.5,-0.0934,-0.28,0.956,-2,1,354
-0.315,-0.052,0.00297,1e-16,0e+00,-1,39,1,355
-0.0313,-0.0554,1.5,0.186,-0.00223,0.982,-2,1,355
0.277,0.3,0.000911,1e-16,-1e-17,-1,57,1,356
-0.006,0.0155,1.5,-0.182,-0.184,0.966,-2,1,356
0.425,-0.484,0.00817,1e-16,3e-17,-1,23,1,357
-0.0125,-0.0495,1.5,-0.271,0.269,0.924,-2,1,357
-0.311,0.242,-0.0014,1e-16,-1e-17,-1,53,1,358
-0.0216,-0.0519,1.5,0.186,-0.189,0.964,-2,1,358
0.234,-0.31,-0.00226,1e-16,1e-17,-1,29,1,359
-0.0542,-0.0252,1.5,-0.185,0.183,0.965,-2,1,359
-0.392,0.467,0.000998,8e-17,-3e-17,-1,59,1,360
0.0582,0.0199,1.5,0.276,-0.275,0.921,-2,1,360
0.0373,0.452,0.00365,1e-16,0e+00,-1,62,1,361
0.0316,0.0229,1.5,-0.00369,-0.275,0.961,-2,1,361
-0.272,-0.293,-0.000236,1e-16,1e-17,-1,25,1,362
0.0108,-0.00304,1.5,0.182,0.187,0.965,-2,1,362
-0.115,0.0288,-0.00129,1e-16,0e+00,-1,40,1,363
0.032,0.0272,1.5,0.0974,-0.00104,0.995,-2,1,363
0.0739,-0.685,-0.00918,1e-16,-3e-17,-1,7,1,364
-0.0799,0.0684,1.5,-0.0908,0.445,0.891,-2,1,364
-0.192,0.211,0.00562,1e-16,-7e-18,-1,47,1,365
-0.0537,0.07,1.5,0.0918,-0.0933,0.991,-2,1,365
0.138,-0.167,0.000988,1e-16,7e-18,-1,35,1,366
-0.00349,-0.0252,1.5,-0.0935,0.0938,0.991,-2,1,366
-0.16,0.383,-0.00531,1e-16,0e+00,-1,61,1,367
-0.0201,-0.0518,1.5,0.0888,-0.276,0.957,-2,1,367
0.109,0.397,-0.00571,1e-16,0e+00,-1,63,1,368
-0.0347,-0.0351,1.5,-0.0914,-0.275,0.957,-2,1,368
0.484,0.765,0.0212,1e-16,0e+00,-1,79,1,369
0.0331,0.000479,1.5,-0.262,-0.443,0.857,-2,1,369
0.0675,-0.279,-0.000436,1e-16,0e+00,-1,27,1,370
0.0625,0.011,1.5,-0.00325,0.19,0.982,-2,1,370
-0.121,0.735,0.00481,1e-16,3e-17,-1,75,1,371
0.0246,-0.0181,1.5,0.0865,-0.448,0.89,-2,1,371
-0.0389,-0.587,0.00366,1e-16,0e+00,-1,13,1,372
-0.0398,0.000604,1.5,-0.000541,0.366,0.931,-2,1,372
-0.375,0.62,0.00263,1e-16,-3e-17,-1,66,1,373
0.0746,0.0206,1.5,0.269,-0.358,0.894,-2,1,373
-0.0207,-0.037,1.501,1e-16,0e+00,-1,1,1,374
0.0839,0.582,-7e-05,1e-16,0e+00,-1,70,1,375
-0.0633,-0.00397,1.5,-0.091,-0.362,0.928,-2,1,375
0.451,-0.552,0.000446,8e-17,3e-17,-1,16,1,376
-0.000483,0.0563,1.5,-0.269,0.362,0.893,-2,1,376
-0.311,-0.402,-0.000948,1e-16,0e+00,-1,18,1,377
-0.0234,0.0314,1.5,0.181,0.273,0.945,-2,1,377
0.0172,-0.674,-0.00859,1e-16,0e+00,-1,6,1,378
0.0139,0.0816,1.5,-0.00199,0.448,0.894,-2,1,378
-0.341,0.709,0.0051,1e-16,0e+00,-1,74,1,379
-0.0434,-0.0413,1.5,0.175,-0.442,0.88,-2,1,379
0.308,-0.391,-0.00272,1e-16,0e+00,-1,22,1,380
0.016,0.047,1.5,-0.183,0.275,0.944,-2,1,380
-0.349,0.633,0.0185,1e-16,0e+00,-1,67,1,381
-0.0544,0.0396,1.5,0.181,-0.366,0.913,-2,1,381
0.222,0.703,-0.00759,1e-16,0e+00,-1,78,1,382
-0.082,-0.064,1.5,-0.177,-0.446,0.877,-2,1,382
0.233,0.481,0.00302,1e-16,0e+00,-1,64,1,383
-0.0589,0.0486,1.5,-0.184,-0.273,0.944,-2,1,383
0.0885,0.133,-0.00294,1e-16,-7e-18,-1,49,1,384
-0.0553,-0.00276,1.5,-0.0948,-0.0897,0.991,-2,1,384
-0.0657,-0.412,-0.00193,1e-16,0e+00,-1,20,1,385
-0.0691,0.0205,1.5,-0.00221,0.277,0.961,-2,1,385
-0.495,-0.656,-0.00289,8e-17,0e+00,-1,3,1,386
0.198,0.551,-0.000528,1e-16,0e+00,-1,70,1,387
0.0522,-0.0433,1.5,-0.0901,-0.367,0.926,-2,1,387
-0.36,-0.569,-0.00918,1e-16,3e-17,-1,10,1,388
0.0925,0.0293,1.5,0.269,0.355,0.895,-2,1,388
-0.298,-0.467,0.00717,1e-16,0e+00,-1,18,1,389
-0.0122,-0.0257,1.5,0.181,0.279,0.943,-2,1,389
0.488,0.303,0.0106,8e-17,0e+00,-1,58,1,390
0.0524,0.0199,1.5,-0.276,-0.18,0.944,-2,1,390
-0.32,-0.118,0.00224,1e-16,0e+00,-1,32,1,391
-0.0306,0.0291,1.5,0.189,0.0959,0.977,-2,1,391
0.371,0.196,-0.00524,1e-16,0e+00,-1,51,1,392
-0.0639,0.0471,1.5,-0.276,-0.0949,0.956,-2,1,392
-0.194,0.383,-0.00363,1e-16,0e+00,-1,61,1,393
-0.045,-0.0549,1.5,0.0949,-0.278,0.956,-2,1,393
-0.217,0.759,0.00522,1e-16,0e+00,-1,74,1,394
0.0861,-0.00134,1.5,0.178,-0.446,0.877,-2,1,394
-0.222,0.396,-0.0101,1e-16,0e+00,-1,60,1,395
0.0742,-0.0444,1.5,0.185,-0.275,0.943,-2,1,395
0.401,0.34,0.00174,8e-17,0e+00,-1,58,1,396
-0.0433,0.052,1.5,-0.279,-0.181,0.943,-2,1,396
-0.108,-0.696,-0.00488,1e-16,-3e-17,-1,5,1,397
0.0443,0.0583,1.5,0.09,0.446,0.89,-2,1,397
-0.359,-0.266,-0.0112,1e-16,0e+00,-1,24,1,398
0.0768,0.0275,1.5,0.273,0.183,0.945,-2,1,398
0.265,0.331,0.00269,1e-16,-1e-17,-1,57,1,399
-0.0288,0.0438,1.5,-0.189,-0.185,0.964,-2,1,399
0.103,0.125,-0.00264,1e-16,-7e-18,-1,49,1,400
-0.0399,-0.0219,1.5,-0.0941,-0.0971,0.991,-2,1,400
0.431,-0.0725,-0.00254,1e-16,0e+00,-1,37,1,401
-0.00852,0.0717,1.5,-0.28,0.0918,0.956,-2,1,401
0.407,0.731,0.00211,1e-16,0e+00,-1,79,1,402
-0.0489,-0.0419,1.5,-0.261,-0.442,0.858,-2,1,402
-0.155,0.662,-0.0107,1e-16,3e-17,-1,75,1,403
-0.00331,-0.0879,1.5,0.0895,-0.443,0.892,-2,1,403
-0.0566,0.463,0.0052,1e-16,0e+00,-1,62,1,404
-0.0576,0.0342,1.5,-0.000678,-0.276,0.961,-2,1,404
-0.385,-0.77,0.00833,8e-17,0e+00,-1,3,1,405
0.067,-0.00752,1.5,0.26,0.439,0.86,-2,1,405
0.36,0.699,-0.0119,1e-16,0e+00,-1,79,1,406
0.367,0.148,-0.00811,1e-16,0e+00,-1,51,1,407
-0.0705,0.000641,1.5,-0.277,-0.0937,0.956,-2,1,407
-0.425,-0.593,0.00471,1e-16,3e-17,-1,10,1,408
0.0187,0.00998,1.5,0.265,0.361,0.894,-2,1,408
0.255,-0.157,-0.00207,1e-16,0e+00,-1,36,1,409
-0.0314,-0.0152,1.5,-0.186,0.0924,0.978,-2,1,409
0.447,0.264,0.00103,8e-17,0e+00,-1,58,1,410
0.00241,-0.0304,1.5,-0.279,-0.185,0.942,-2,1,410
0.105,0.0291,-0.00173,1e-16,0e+00,-1,42,1,411
-0.0378,0.0328,1.5,-0.0949,0.00241,0.995,-2,1,411
0.376,-0.131,-0.00762,1e-16,0e+00,-1,37,1,412
-0.0551,0.0166,1.5,-0.274,0.0938,0.957,-2,1,412
