x,y,z,cosx,cosy,cosz,element,stage,raynum
-0.47,0.0771,0.00317,8e-17,0e+00,-1,45,1,5414
-0.0418,-0.0672,1.5,0.274,-0.0923,0.957,-2,1,5414
-0.406,0.314,-6e-05,1e-16,0e+00,-1,52,1,5415
0.0374,0.0201,1.5,0.279,-0.184,0.943,-2,1,5415
-0.48,-0.535,0.00141,1e-16,3e-17,-1,10,1,5416
-0.0362,0.0624,1.5,0.265,0.357,0.896,-2,1,5416
0.161,0.157,0.00163,1e-16,-7e-18,-1,49,1,5417
0.0202,0.0165,1.5,-0.0931,-0.0932,0.991,-2,1,5417
0.462,-0.426,0.00506,1e-16,3e-17,-1,23,1,5418
0.0166,0.0096,1.5,-0.275,0.269,0.923,-2,1,5418
-0.27,-0.258,-0.00373,1e-16,1e-17,-1,25,1,5419
0.0199,0.0357,1.5,0.186,0.189,0.964,-2,1,5419
-0.0427,-0.469,0.00609,1e-16,0e+00,-1,20,1,5420
-0.0466,-0.0412,1.5,-0.00249,0.275,0.961,-2,1,5420
0.102,0.615,0.00705,1e-16,0e+00,-1,70,1,5421
-0.0486,0.0277,1.5,-0.0932,-0.365,0.926,-2,1,5421
0.382,-0.583,-0.00346,8e-17,3e-17,-1,16,1,5422
-0.0707,0.0175,1.5,-0.269,0.357,0.894,-2,1,5422
-0.0478,0.212,0.0033,1e-16,0e+00,-1,48,1,5423
-0.0501,0.0659,1.5,-0.00151,-0.097,0.995,-2,1,5423
-0.468,0.122,0.00505,8e-17,0e+00,-1,45,1,5424
-0.0396,-0.0213,1.5,0.275,-0.0915,0.957,-2,1,5424
0.361,0.484,-0.000935,1e-16,-3e-17,-1,65,1,5425
-0.0783,0.0342,1.5,-0.27,-0.276,0.922,-2,1,5425
-0.488,-0.366,0.000252,8e-17,3e-17,-1,17,1,5426
-0.0418,0.0824,1.5,0.274,0.276,0.921,-2,1,5426
0.153,-0.678,-0.007,1e-16,-3e-17,-1,7,1,5427
0.00353,0.0832,1.5,-0.0883,0.449,0.889,-2,1,5427
0.463,0.404,0.0021,1e-16,-3e-17,-1,65,1,5428
0.0164,-0.0411,1.5,-0.275,-0.274,0.922,-2,1,5428
0.419,-0.604,0.00577,8e-17,3e-17,-1,16,1,5429
-0.0244,-0.00564,1.5,-0.266,0.358,0.895,-2,1,5429
-0.0836,0.526,-0.0106,1e-16,0e+00,-1,68,1,5430
0.0613,-0.0674,1.5,0.0889,-0.364,0.927,-2,1,5430
-0.375,0.189,-0.00499,8e-17,0e+00,-1,45,1,5431
0.0575,0.0418,1.5,0.275,-0.0938,0.957,-2,1,5431
-0.389,0.543,-0.01,1e-16,-3e-17,-1,66,1,5432
0.0615,-0.0631,1.5,0.267,-0.359,0.894,-2,1,5432
-0.221,-0.732,-0.000839,1e-16,0e+00,-1,4,1,5433
0.0796,0.0299,1.5,0.176,0.446,0.878,-2,1,5433
0.261,0.06,-0.00216,1e-16,0e+00,-1,43,1,5434
-0.0255,0.0591,1.5,-0.187,-0.000599,0.982,-2,1,5434
0.0167,0.314,0.00286,1e-16,0e+00,-1,55,1,5435
0.0206,0.0246,1.5,0.00255,-0.19,0.982,-2,1,5435
0.473,0.119,0.00555,1e-16,0e+00,-1,51,1,5436
0.0399,-0.0293,1.5,-0.277,-0.0949,0.956,-2,1,5436
0.254,0.589,0.0012,1e-16,0e+00,-1,71,1,5437
-0.0457,-0.00933,1.5,-0.183,-0.365,0.913,-2,1,5437
0.433,0.132,0.000484,1e-16,0e+00,-1,51,1,5438
0.00104,-0.00782,1.5,-0.276,-0.0894,0.957,-2,1,5438
-0.333,-0.608,0.0123,1e-16,0e+00,-1,11,1,5439
-0.0394,-0.023,1.5,0.181,0.36,0.915,-2,1,5439
-0.171,-0.456,0.00567,1e-16,0e+00,-1,19,1,5440
-0.0214,-0.0179,1.5,0.0959,0.28,0.955,-2,1,5440
0.163,0.74,0.00799,1e-16,3e-17,-1,77,1,5441
0.0109,-0.0128,1.5,-0.0907,-0.448,0.889,-2,1,5441
0.212,-0.0997,0.0013,1e-16,7e-18,-1,35,1,5442
0.0712,0.0462,1.5,-0.093,0.0965,0.991,-2,1,5442
0.461,-0.463,0.0101,1e-16,3e-17,-1,23,1,5443
0.0218,-0.0199,1.5,-0.272,0.274,0.922,-2,1,5443
0.0417,0.756,0.0109,1e-16,0e+00,-1,76,1,5444
0.0383,0.00376,1.5,-0.00201,-0.451,0.893,-2,1,5444
0.0087,-0.0207,1.501,1e-16,0e+00,-1,1,1,5445
0.117,0.325,0.00267,1e-16,0e+00,-1,56,1,5446
-0.0292,0.0318,1.5,-0.0951,-0.191,0.977,-2,1,5446
-0.352,0.746,0.0149,1e-16,0e+00,-1,74,1,5447
-0.0471,-0.00325,1.5,0.18,-0.443,0.878,-2,1,5447
0.0523,0.156,0.000666,1e-16,0e+00,-1,48,1,5448
0.0476,0.0105,1.5,-0.00312,-0.0967,0.995,-2,1,5448
-0.211,0.744,0.0112,1e-16,3e-17,-1,75,1,5449
-0.0584,6e-05,1.5,0.0911,-0.445,0.891,-2,1,5449
-0.154,0.677,-0.00733,1e-16,3e-17,-1,75,1,5450
-0.00221,-0.0819,1.5,0.0898,-0.448,0.89,-2,1,5450
-0.472,-0.0079,0.00652,8e-17,0e+00,-1,38,1,5451
-0.0382,-0.00173,1.5,0.279,0.00397,0.96,-2,1,5451
-0.329,-0.0133,0.00422,1e-16,0e+00,-1,39,1,5452
-0.045,-0.0138,1.5,0.186,-0.000365,0.983,-2,1,5452
-0.06,0.365,-0.00868,1e-16,0e+00,-1,62,1,5453
-0.0624,-0.0772,1.5,-0.00151,-0.281,0.96,-2,1,5453
0.381,0.694,-0.0102,1e-16,0e+00,-1,79,1,5454
-0.0883,-0.0735,1.5,-0.267,-0.437,0.859,-2,1,5454
0.295,0.0427,0.00102,1e-16,0e+00,-1,43,1,5455
0.0125,0.048,1.5,-0.185,0.00348,0.983,-2,1,5455
-0.000765,-0.621,0.01,1e-16,0e+00,-1,13,1,5456
0.0021,-0.0333,1.5,0.00179,0.367,0.93,-2,1,5456
0.248,0.171,-0.00205,1e-16,0e+00,-1,50,1,5457
-0.043,0.0267,1.5,-0.189,-0.0938,0.977,-2,1,5457
0.0244,0.629,0.0116,1e-16,0e+00,-1,69,1,5458
0.0304,0.0439,1.5,0.00376,-0.366,0.931,-2,1,5458
0.131,0.683,-0.00701,1e-16,3e-17,-1,77,1,5459
-0.0203,-0.0796,1.5,-0.0891,-0.45,0.889,-2,1,5459
-0.0746,0.522,-0.012,1e-16,0e+00,-1,68,1,5460
0.0758,-0.0699,1.5,0.0923,-0.363,0.927,-2,1,5460
-0.11,-0.0971,-0.00364,1e-16,7e-18,-1,33,1,5461
0.0328,0.0436,1.5,0.0941,0.0928,0.991,-2,1,5461
0.285,0.268,-0.0014,1e-16,-1e-17,-1,57,1,5462
-0.00539,-0.0231,1.5,-0.187,-0.187,0.964,-2,1,5462
0.0777,-0.629,0.00849,1e-16,0e+00,-1,14,1,5463
-0.0759,-0.0396,1.5,-0.0953,0.366,0.926,-2,1,5463
-0.208,-0.443,0.00558,1e-16,0e+00,-1,19,1,5464
-0.0611,-0.00975,1.5,0.0938,0.277,0.956,-2,1,5464
-0.168,-0.465,0.00675,1e-16,0e+00,-1,19,1,5465
-0.0226,-0.0284,1.5,0.0931,0.279,0.956,-2,1,5465
0.0284,0.661,-0.0116,1e-16,0e+00,-1,76,1,5466
0.0304,-0.0999,1.5,0.00122,-0.45,0.893,-2,1,5466
-0.0108,0.397,-0.00406,1e-16,0e+00,-1,62,1,5467
-0.00579,-0.0408,1.5,0.00318,-0.28,0.96,-2,1,5467
0.278,0.163,0.000394,1e-16,0e+00,-1,50,1,5468
-0.00403,0.0237,1.5,-0.184,-0.0911,0.979,-2,1,5468
0.294,-0.211,0.00426,1e-16,0e+00,-1,36,1,5469
0.0102,-0.0721,1.5,-0.186,0.091,0.978,-2,1,5469
-0.456,0.2,0.00695,8e-17,0e+00,-1,45,1,5470
-0.0193,0.0577,1.5,0.279,-0.0909,0.956,-2,1,5470
-0.281,0.281,-0.000512,1e-16,-1e-17,-1,53,1,5471
0.0102,-0.00272,1.5,0.188,-0.183,0.965,-2,1,5471
0.311,0.705,0.00149,1e-16,0e+00,-1,78,1,5472
0.00466,-0.0514,1.5,-0.18,-0.443,0.878,-2,1,5472
-0.43,0.477,0.00779,8e-17,-3e-17,-1,59,1,5473
0.0105,0.0285,1.5,0.272,-0.277,0.922,-2,1,5473
-0.0341,-0.477,0.00729,1e-16,0e+00,-1,20,1,5474
-0.0322,-0.0485,1.5,0.00117,0.276,0.961,-2,1,5474
-0.149,-0.0126,0.000332,1e-16,0e+00,-1,40,1,5475
-0.0102,-0.0128,1.5,0.0921,-0.000167,0.996,-2,1,5475
0.184,0.734,0.00762,1e-16,3e-17,-1,77,1,5476
0.0369,-0.0155,1.5,-0.0877,-0.447,0.89,-2,1,5476
-0.372,-0.444,-0.0051,8e-17,3e-17,-1,17,1,5477
0.0724,0.00127,1.5,0.273,0.273,0.923,-2,1,5477
0.29,-0.225,-0.00498,1e-16,1e-17,-1,29,1,5478
-0.00232,0.0634,1.5,-0.187,0.185,0.965,-2,1,5478
0.414,-0.295,-0.000665,8e-17,0e+00,-1,30,1,5479
-0.0281,-0.00135,1.5,-0.278,0.185,0.943,-2,1,5479
0.243,0.361,-0.013,1e-16,0e+00,-1,64,1,5480
-0.0461,-0.0777,1.5,-0.181,-0.274,0.945,-2,1,5480
0.462,0.661,-0.00653,1e-16,0e+00,-1,79,1,5481
-0.145,-0.358,-0.0095,1e-16,0e+00,-1,19,1,5482
-0.143,-0.354,0.00663,0.0892,0.275,0.957,26,1,5482
0.238,-0.231,-0.0093,1e-16,1e-17,-1,29,1,5483
-0.0546,0.0588,1.5,-0.187,0.186,0.965,-2,1,5483
0.221,-0.0131,-0.00592,1e-16,0e+00,-1,43,1,5484
-0.0698,-0.0171,1.5,-0.19,-0.00257,0.982,-2,1,5484
0.444,-0.676,-0.0054,1e-16,0e+00,-1,9,1,5485
-0.29,0.435,0.00183,1e-16,0e+00,-1,60,1,5486
-0.00259,-0.00595,1.5,0.181,-0.278,0.943,-2,1,5486
-0.049,-0.208,0.00314,1e-16,0e+00,-1,34,1,5487
-0.0482,-0.066,1.5,0.00051,0.0947,0.996,-2,1,5487
0.26,0.159,-0.00149,1e-16,0e+00,-1,50,1,5488
-0.0342,0.0167,1.5,-0.191,-0.0929,0.977,-2,1,5488
-0.386,0.0924,-0.008,8e-17,0e+00,-1,45,1,5489
0.0465,-0.055,1.5,0.275,-0.0936,0.957,-2,1,5489
-0.165,-0.483,0.00916,1e-16,0e+00,-1,19,1,5490
-0.02,-0.0509,1.5,0.0933,0.277,0.956,-2,1,5490
-0.368,-0.35,-0.00204,1e-16,0e+00,-1,24,1,5491
0.0782,-0.0576,1.5,0.28,0.183,0.942,-2,1,5491
0.0344,-0.0699,1.501,1e-16,0e+00,-1,1,1,5492
0.236,-0.755,0.00612,1e-16,0e+00,-1,8,1,5493
-0.0617,0.00256,1.5,-0.175,0.445,0.878,-2,1,5493
0.44,-0.229,-0.00319,8e-17,0e+00,-1,30,1,5494
0.00153,0.0597,1.5,-0.276,0.181,0.944,-2,1,5494
-0.107,0.269,-0.00309,1e-16,0e+00,-1,54,1,5495
0.037,-0.0145,1.5,0.0939,-0.184,0.978,-2,1,5495
-0.0608,0.202,0.00282,1e-16,0e+00,-1,48,1,5496
-0.0652,0.0609,1.5,-0.00288,-0.0936,0.996,-2,1,5496
-0.166,0.39,-0.00405,1e-16,0e+00,-1,61,1,5497
-0.0181,-0.0495,1.5,0.0938,-0.279,0.956,-2,1,5497
0.0972,-0.383,-0.00822,1e-16,0e+00,-1,21,1,5498
-0.055,0.0555,1.5,-0.0964,0.278,0.956,-2,1,5498
0.271,0.711,-0.00105,1e-16,0e+00,-1,78,1,5499
-0.0379,-0.0508,1.5,-0.181,-0.445,0.877,-2,1,5499
-0.346,-0.216,-0.000537,1e-16,1e-17,-1,25,1,5500
-0.0617,0.0674,1.5,0.183,0.183,0.966,-2,1,5500
-0.427,0.0615,0.000178,8e-17,0e+00,-1,38,1,5501
0.0109,0.0658,1.5,0.28,0.00272,0.96,-2,1,5501
-0.0316,-0.184,0.00201,1e-16,0e+00,-1,34,1,5502
-0.031,-0.0448,1.5,0.000422,0.0928,0.996,-2,1,5502
0.0637,-0.22,-0.00603,1e-16,0e+00,-1,27,1,5503
0.068,0.0651,1.5,0.00279,0.186,0.983,-2,1,5503
0.055,0.384,-0.00591,1e-16,0e+00,-1,62,1,5504
0.0523,-0.0501,1.5,-0.00176,-0.277,0.961,-2,1,5504
0.124,-0.407,-0.00359,1e-16,0e+00,-1,21,1,5505
-0.0186,0.0234,1.5,-0.0909,0.274,0.957,-2,1,5505
0.45,-0.308,0.00561,8e-17,0e+00,-1,30,1,5506
0.0146,-0.0189,1.5,-0.275,0.183,0.944,-2,1,5506
-0.0638,0.585,0.00326,1e-16,0e+00,-1,69,1,5507
-0.0604,-0.00877,1.5,0.0021,-0.369,0.929,-2,1,5507
0.202,-0.421,0.00214,1e-16,0e+00,-1,21,1,5508
0.0588,0.0188,1.5,-0.0912,0.281,0.955,-2,1,5508
-0.282,0.617,0.00903,1e-16,0e+00,-1,67,1,5509
0.0116,0.0314,1.5,0.18,-0.36,0.916,-2,1,5509
-0.405,-0.527,-0.0108,1e-16,3e-17,-1,10,1,5510
0.0432,0.0758,1.5,0.265,0.357,0.895,-2,1,5510
-0.144,0.406,-0.00275,1e-16,0e+00,-1,61,1,5511
-0.00293,-0.0338,1.5,0.09,-0.28,0.956,-2,1,5511
-0.105,-0.0155,-0.00175,1e-16,0e+00,-1,40,1,5512
0.0353,-0.0198,1.5,0.093,-0.00285,0.996,-2,1,5512
0.0946,0.506,-0.014,1e-16,0e+00,-1,70,1,5513
-0.0553,-0.096,1.5,-0.0917,-0.368,0.925,-2,1,5513
-0.227,-0.684,-0.0116,1e-16,0e+00,-1,4,1,5514
0.0828,0.0801,1.5,0.18,0.444,0.878,-2,1,5514
0.378,0.562,-0.00782,8e-17,-3e-17,-1,72,1,5515
-0.0678,-0.0393,1.5,-0.265,-0.357,0.896,-2,1,5515
0.00268,-0.571,0.000615,1e-16,0e+00,-1,13,1,5516
-0.00362,0.0142,1.5,-0.00391,0.364,0.931,-2,1,5516
0.395,-0.623,0.00591,8e-17,3e-17,-1,16,1,5517
-0.0549,-0.0206,1.5,-0.269,0.36,0.893,-2,1,5517
0.407,-0.761,0.00944,1e-16,0e+00,-1,9,1,5518
-0.0454,0.00187,1.5,-0.261,0.44,0.859,-2,1,5518
-0.0552,0.119,-0.00109,1e-16,0e+00,-1,48,1,5519
-0.0542,-0.0258,1.5,0.000694,-0.096,0.995,-2,1,5519
-0.39,0.766,0.00806,8e-17,0e+00,-1,73,1,5520
0.0677,-0.00169,1.5,0.263,-0.441,0.858,-2,1,5520
-0.147,-0.608,0.00789,1e-16,0e+00,-1,12,1,5521
-0.00535,-0.0162,1.5,0.0877,0.367,0.926,-2,1,5521
0.248,-0.573,-0.00243,1e-16,0e+00,-1,15,1,5522
-0.0499,0.0275,1.5,-0.181,0.365,0.913,-2,1,5522
0.131,-0.391,-0.00548,1e-16,0e+00,-1,21,1,5523
-0.0129,0.0478,1.5,-0.0911,0.279,0.956,-2,1,5523
-0.494,0.689,0.00482,8e-17,0e+00,-1,73,1,5524
-0.0322,-0.0714,1.5,0.266,-0.437,0.859,-2,1,5524
0.439,0.529,-0.00559,8e-17,-3e-17,-1,72,1,5525
-0.0185,-0.0807,1.5,-0.271,-0.361,0.892,-2,1,5525
0.492,-0.622,0.0197,8e-17,3e-17,-1,16,1,5526
0.0519,-0.0275,1.5,-0.266,0.359,0.894,-2,1,5526
0.384,0.141,-0.00604,1e-16,0e+00,-1,51,1,5527
-0.0535,-0.01,1.5,-0.278,-0.0956,0.956,-2,1,5527
0.188,0.28,0.00182,1e-16,0e+00,-1,56,1,5528
0.0437,-0.00345,1.5,-0.0942,-0.185,0.978,-2,1,5528
0.38,0.215,-0.0132,8e-17,0e+00,-1,58,1,5529
-0.06,-0.0776,1.5,-0.274,-0.182,0.944,-2,1,5529
-0.00604,-0.0992,1.501,1e-16,0e+00,-1,1,1,5530
-0.193,0.123,0.0015,1e-16,-7e-18,-1,47,1,5531
-0.0527,-0.0253,1.5,0.0925,-0.0981,0.991,-2,1,5531
0.17,-0.365,-0.00735,1e-16,0e+00,-1,21,1,5532
0.0298,0.0721,1.5,-0.0891,0.277,0.957,-2,1,5532
0.432,0.326,0.00474,8e-17,0e+00,-1,58,1,5533
-0.00293,0.029,1.5,-0.274,-0.187,0.943,-2,1,5533
0.391,0.015,-0.00503,1e-16,0e+00,-1,44,1,5534
-0.0497,0.0194,1.5,-0.281,0.00279,0.96,-2,1,5534
0.395,0.506,-0.016,8e-17,-3e-17,-1,72,1,5535
-0.0642,-0.098,1.5,-0.271,-0.356,0.894,-2,1,5535
-0.15,0.0679,0.000395,1e-16,0e+00,-1,40,1,5536
-0.0126,0.0692,1.5,0.0915,0.000904,0.996,-2,1,5536
-0.387,-0.157,-0.00489,8e-17,0e+00,-1,31,1,5537
0.0568,-0.0125,1.5,0.281,0.0915,0.955,-2,1,5537
-0.252,0.181,-0.00124,1e-16,0e+00,-1,46,1,5538
0.0294,0.035,1.5,0.183,-0.0949,0.978,-2,1,5538
-0.197,-0.501,-0.0101,1e-16,0e+00,-1,12,1,5539
-0.195,-0.492,0.0119,0.0922,0.361,0.928,19,1,5539
0.0884,0.217,-0.00883,1e-16,0e+00,-1,56,1,5540
-0.0545,-0.0708,1.5,-0.0926,-0.187,0.978,-2,1,5540
-0.1,-0.315,0.00096,1e-16,0e+00,-1,26,1,5541
0.0411,-0.0324,1.5,0.0921,0.185,0.978,-2,1,5541
-0.404,-0.728,0.00119,8e-17,0e+00,-1,3,1,5542
0.0601,0.0436,1.5,0.265,0.442,0.857,-2,1,5542
-0.351,0.0472,0.00631,1e-16,0e+00,-1,39,1,5543
-0.0656,0.0434,1.5,0.187,-0.00247,0.982,-2,1,5543
-0.312,0.54,-0.00261,1e-16,0e+00,-1,67,1,5544
-0.00708,-0.0554,1.5,0.185,-0.362,0.914,-2,1,5544
-0.307,0.439,0.00407,1e-16,0e+00,-1,60,1,5545
-0.0161,0.00894,1.5,0.184,-0.272,0.945,-2,1,5545
0.369,-0.26,-0.0104,8e-17,0e+00,-1,30,1,5546
-0.0744,0.028,1.5,-0.277,0.18,0.944,-2,1,5546
0.211,0.757,0.0145,1e-16,3e-17,-1,77,1,5547
0.061,0.00984,1.5,-0.09,-0.448,0.89,-2,1,5547
-0.218,0.0563,-0.00624,1e-16,0e+00,-1,39,1,5548
0.063,0.0575,1.5,0.183,0.000828,0.983,-2,1,5548
0.489,-0.192,0.0114,1e-16,0e+00,-1,37,1,5549
0.0604,-0.049,1.5,-0.276,0.0918,0.957,-2,1,5549
0.159,0.757,0.0119,1e-16,3e-17,-1,77,1,5550
0.00683,0.0156,1.5,-0.0913,-0.444,0.891,-2,1,5550
-0.0853,-0.494,0.00691,1e-16,0e+00,-1,19,1,5551
0.0647,-0.0622,1.5,0.096,0.276,0.956,-2,1,5551
-0.456,0.572,0.005,1e-16,-3e-17,-1,66,1,5552
-0.0134,-0.0262,1.5,0.265,-0.358,0.895,-2,1,5552
-0.176,0.461,0.00656,1e-16,0e+00,-1,61,1,5553
-0.0324,0.0213,1.5,0.0919,-0.281,0.955,-2,1,5553
0.339,0.0141,0.00523,1e-16,0e+00,-1,43,1,5554
0.0515,0.0181,1.5,-0.189,0.00263,0.982,-2,1,5554
0.377,0.7,-0.00944,1e-16,0e+00,-1,79,1,5555
-0.0804,-0.0725,1.5,-0.26,-0.44,0.86,-2,1,5555
0.375,-0.698,-0.0102,1e-16,0e+00,-1,9,1,5556
-0.0932,0.0762,1.5,-0.266,0.44,0.858,-2,1,5556
0.46,-0.376,-0.00215,1e-16,3e-17,-1,23,1,5557
0.0136,0.0667,1.5,-0.274,0.272,0.922,-2,1,5557
0.236,0.685,-0.0103,1e-16,0e+00,-1,78,1,5558
-0.0698,-0.0811,1.5,-0.178,-0.445,0.878,-2,1,5558
-0.288,-0.193,0.00273,1e-16,0e+00,-1,32,1,5559
-0.00113,-0.055,1.5,0.187,0.09,0.978,-2,1,5559
-0.000924,0.238,-0.00435,1e-16,0e+00,-1,55,1,5560
-0.00588,-0.0457,1.5,-0.00324,-0.185,0.983,-2,1,5560
-0.346,-0.149,0.00621,1e-16,0e+00,-1,32,1,5561
-0.0637,-0.000118,1.5,0.185,0.0971,0.978,-2,1,5561
-0.285,-0.55,-0.00322,1e-16,0e+00,-1,11,1,5562
0.0118,0.0391,1.5,0.181,0.359,0.916,-2,1,5562
-0.395,0.395,-0.00871,8e-17,-3e-17,-1,59,1,5563
0.0483,-0.0471,1.5,0.272,-0.271,0.924,-2,1,5563
-0.4,-0.762,0.00863,8e-17,0e+00,-1,3,1,5564
0.0584,0.00658,1.5,0.264,0.442,0.857,-2,1,5564
0.357,-0.607,-0.00243,8e-17,3e-17,-1,16,1,5565
0.352,-0.601,0.0127,-0.265,0.36,0.895,15,1,5565
-0.127,0.548,-0.00448,1e-16,0e+00,-1,68,1,5566
0.0242,-0.0393,1.5,0.0934,-0.362,0.927,-2,1,5566
-0.167,0.156,0.00183,1e-16,-7e-18,-1,47,1,5567
-0.0263,0.0111,1.5,0.0932,-0.0956,0.991,-2,1,5567
-0.431,-0.00105,0.000714,8e-17,0e+00,-1,38,1,5568
1e-06,0.00282,1.5,0.276,0.00248,0.961,-2,1,5568
0.346,0.162,0.00685,1e-16,0e+00,-1,50,1,5569
0.0631,0.0249,1.5,-0.186,-0.0901,0.978,-2,1,5569
-0.399,-0.631,0.00822,1e-16,3e-17,-1,10,1,5570
0.0466,-0.0358,1.5,0.268,0.357,0.895,-2,1,5570
-0.143,-0.148,0.00033,1e-16,7e-18,-1,33,1,5571
-0.0035,-0.0106,1.5,0.0922,0.0909,0.992,-2,1,5571
-0.0488,0.211,0.00326,1e-16,0e+00,-1,48,1,5572
-0.0454,0.0629,1.5,0.00225,-0.0984,0.995,-2,1,5572
0.397,-0.661,-0.0159,1e-16,0e+00,-1,9,1,5573
-0.44,0.362,-0.00705,8e-17,-3e-17,-1,59,1,5574
0.00563,-0.091,1.5,0.272,-0.277,0.921,-2,1,5574
0.287,0.15,0.000681,1e-16,0e+00,-1,50,1,5575
0.001,0.0104,1.5,-0.187,-0.0908,0.978,-2,1,5575
-0.0424,-0.573,0.000866,1e-16,0e+00,-1,13,1,5576
-0.0455,0.0203,1.5,-0.00193,0.368,0.93,-2,1,5576
-0.15,-0.685,-0.00559,1e-16,-3e-17,-1,5,1,5577
0.00048,0.0735,1.5,0.0891,0.448,0.89,-2,1,5577
-0.494,-0.281,0.00942,1e-16,0e+00,-1,24,1,5578
-0.0592,0.0137,1.5,0.275,0.187,0.943,-2,1,5578
0.0093,-0.655,-0.0129,1e-16,0e+00,-1,6,1,5579
0.325,-0.588,0.00765,1e-16,0e+00,-1,15,1,5580
0.0279,0.00782,1.5,-0.182,0.365,0.913,-2,1,5580
-0.235,-0.535,-0.0109,1e-16,0e+00,-1,11,1,5581
0.0605,0.0685,1.5,0.179,0.365,0.914,-2,1,5581
-0.219,-0.0419,-0.00614,1e-16,0e+00,-1,39,1,5582
0.07,-0.0366,1.5,0.189,0.0035,0.982,-2,1,5582
-0.0982,-0.672,-0.011,1e-16,-3e-17,-1,5,1,5583
0.0462,0.0848,1.5,0.0851,0.446,0.891,-2,1,5583
-0.401,0.611,0.00455,1e-16,-3e-17,-1,66,1,5584
0.0477,0.0143,1.5,0.268,-0.357,0.895,-2,1,5584
-0.465,0.746,0.0142,8e-17,0e+00,-1,73,1,5585
-0.00464,-0.0211,1.5,0.266,-0.442,0.857,-2,1,5585
0.198,-0.738,0.00933,1e-16,-3e-17,-1,7,1,5586
0.0452,0.0101,1.5,-0.0913,0.447,0.89,-2,1,5586
-0.448,0.38,-0.00338,8e-17,-3e-17,-1,59,1,5587
-0.0113,-0.0635,1.5,0.269,-0.272,0.924,-2,1,5587
0.389,0.684,-0.0115,1e-16,0e+00,-1,79,1,5588
-0.0674,-0.0871,1.5,-0.26,-0.439,0.86,-2,1,5588
-0.0877,0.0471,1.501,1e-16,0e+00,-1,1,1,5589
0.297,0.392,-0.0036,1e-16,0e+00,-1,64,1,5590
0.00123,-0.0432,1.5,-0.185,-0.273,0.944,-2,1,5590
-0.297,0.368,-0.00692,1e-16,0e+00,-1,60,1,5591
-0.00271,-0.0739,1.5,0.184,-0.277,0.943,-2,1,5591
-0.201,-0.0755,-0.000341,1e-16,7e-18,-1,33,1,5592
-0.0631,0.0715,1.5,0.0913,0.0971,0.991,-2,1,5592
0.0858,0.471,0.0037,1e-16,0e+00,-1,63,1,5593
-0.0574,0.0386,1.5,-0.0916,-0.276,0.957,-2,1,5593
-0.281,-0.508,-0.0117,1e-16,0e+00,-1,11,1,5594
0.0182,0.0967,1.5,0.181,0.365,0.913,-2,1,5594
0.0682,0.28,-0.000336,1e-16,0e+00,-1,55,1,5595
0.0665,-0.0098,1.5,-0.00116,-0.19,0.982,-2,1,5595
-0.277,0.234,-0.0054,1e-16,-1e-17,-1,53,1,5596
0.0116,-0.0494,1.5,0.185,-0.182,0.966,-2,1,5596
-0.471,0.475,0.0135,8e-17,-3e-17,-1,59,1,5597
-0.0276,0.0335,1.5,0.275,-0.274,0.922,-2,1,5597
0.323,-0.326,0.00764,1e-16,1e-17,-1,29,1,5598
0.0406,-0.0412,1.5,-0.183,0.184,0.966,-2,1,5598
0.00407,-0.256,-0.00265,1e-16,0e+00,-1,27,1,5599
0.00239,0.0351,1.5,-0.0011,0.19,0.982,-2,1,5599
-0.495,-0.146,0.00993,8e-17,0e+00,-1,31,1,5600
-0.0621,-0.00202,1.5,0.278,0.0924,0.956,-2,1,5600
-0.0561,-0.277,-0.000625,1e-16,0e+00,-1,27,1,5601
-0.0615,0.00635,1.5,-0.00354,0.186,0.983,-2,1,5601
0.458,0.507,-0.00712,8e-17,-3e-17,-1,72,1,5602
0.0112,-0.0952,1.5,-0.265,-0.358,0.895,-2,1,5602
0.277,0.409,-0.00311,1e-16,0e+00,-1,64,1,5603
-0.0136,-0.0324,1.5,-0.182,-0.277,0.943,-2,1,5603
-0.185,-0.653,-0.0115,1e-16,-3e-17,-1,5,1,5604
-0.158,0.0168,0.000758,1e-16,0e+00,-1,40,1,5605
-0.0156,0.0215,1.5,0.0946,0.00313,0.996,-2,1,5605
-0.342,0.509,-0.00571,1e-16,0e+00,-1,67,1,5606
-0.0449,-0.0855,1.5,0.18,-0.361,0.915,-2,1,5606
-0.113,0.338,0.00377,1e-16,0e+00,-1,54,1,5607
0.034,0.0555,1.5,0.0964,-0.185,0.978,-2,1,5607
-0.242,-0.303,-0.00223,1e-16,1e-17,-1,25,1,5608
0.0461,-0.0147,1.5,0.185,0.185,0.965,-2,1,5608
0.394,0.592,-3e-05,8e-17,-3e-17,-1,72,1,5609
-0.049,-0.011,1.5,-0.264,-0.36,0.895,-2,1,5609
-0.263,-0.163,-0.000953,1e-16,0e+00,-1,32,1,5610
0.0177,-0.017,1.5,0.183,0.0951,0.978,-2,1,5610
-0.0802,-0.506,-0.0147,1e-16,0e+00,-1,12,1,5611
0.072,0.0862,1.5,0.0931,0.362,0.927,-2,1,5611
-0.00543,0.114,-0.00133,1e-16,0e+00,-1,48,1,5612
-0.00713,-0.0313,1.5,-0.00112,-0.0962,0.995,-2,1,5612
-0.122,0.11,-0.00242,1e-16,-7e-18,-1,47,1,5613
0.0211,-0.0318,1.5,0.0946,-0.0938,0.991,-2,1,5613
